,Mean_of_Stdev,Stdev_of_Stdev,3rd_Stdev_of_Stdev,Final_Cutoff
MAMDC4,0.815450979972085,0.08307028580149561,0.24921085740448684,1.064661837376572
MAML1,1.039780274975641,0.1523183066376955,0.45695491991308645,1.4967351948887275
MAMLD1,0.7587183474714135,0.15133799320161398,0.4540139796048419,1.2127323270762553
MAN1A2,0.6899844344341647,0.25082770462839976,0.7524831138851993,1.4424675483193639
MAN1B1,1.1211289347037081,0.18820128044182,0.5646038413254599,1.685732776029168
MAN1C1,0.6827109441471763,0.1934144207216072,0.5802432621648216,1.2629542063119978
MAN2A1,0.8731365029555562,0.19934509982846776,0.5980352994854032,1.4711718024409595
MAN2A2,0.7304983964722812,0.17700943575366196,0.5310283072609858,1.2615267037332671
MAN2B2,0.9320732384624655,0.2851931956664529,0.8555795869993588,1.7876528254618242
MAN2C1,1.462993677809591,0.1906906325202253,0.5720718975606759,2.035065575370267
MANBAL,0.9506576362104223,0.1752864317419538,0.5258592952258614,1.4765169314362838
MANEA,1.5157221642495868,0.21253631570719647,0.6376089471215894,2.1533311113711764
MANEAL,0.7817823943958871,0.12485132106054507,0.3745539631816352,1.1563363575775223
MANF,0.7532653224594056,0.214841732278632,0.644525196835896,1.3977905192953015
MAOA,0.7429379520781761,0.23179009283977928,0.6953702785193379,1.4383082305975141
MAP10,1.0395877219917125,0.24469977104045956,0.7340993131213787,1.7736870351130911
MAP1A,1.170941266896031,0.18792602007456208,0.5637780602236863,1.7347193271197172
MAP1B,0.727387114809985,0.15055313066642878,0.45165939199928634,1.1790465068092713
MAP1LC3B,0.8884303064415302,0.16542387381668133,0.496271621450044,1.3847019278915742
MAP1LC3B2,1.476134435672509,0.20167723145194358,0.6050316943558307,2.0811661300283397
MAP1S,1.7307073487548867,0.19173137357416173,0.5751941207224852,2.305901469477372
MAP2,0.8723116311132166,0.1896025895236345,0.5688077685709035,1.44111939968412
MAP2K1,0.6592486208166134,0.17903133185001072,0.5370939955500321,1.1963426163666455
MAP2K3,0.6614151478854688,0.1378013431002715,0.41340402930081455,1.0748191771862834
MAP2K4,1.5118784503712828,0.21408232817024342,0.6422469845107303,2.154125434882013
MAP2K5,0.6423008140390972,0.10105699019626696,0.3031709705888009,0.9454717846278982
MAP2K6,1.500797242538691,0.15823260975473102,0.47469782926419307,1.975495071802884
MAP2K7,0.9780092306282419,0.14150150911198364,0.4245045273359509,1.4025137579641926
MAP3K1,0.9615744992554517,0.14288812354192268,0.428664370625768,1.3902388698812196
MAP3K10,0.7152106102884005,0.18058225221436638,0.5417467566430991,1.2569573669314997
MAP3K13,2.0262390906510164,0.11336963925222761,0.34010891775668284,2.3663480084076993
MAP3K14,3.414660458573498,0.22130812529131133,0.6639243758739339,4.078584834447431
MAP3K14-AS1,0.6355787112475361,0.17420791987884138,0.5226237596365242,1.1582024708840604
MAP3K15,0.5117373234729211,0.18306606497070202,0.5491981949121061,1.060935518385027
MAP3K20,1.183470267818093,0.15299175360819448,0.4589752608245834,1.6424455286426765
MAP3K21,0.9148120688581863,0.2024870551404493,0.6074611654213479,1.5222732342795342
MAP3K3,0.6417113983681225,0.14349319372221128,0.4304795811666339,1.0721909795347564
MAP3K4,0.8102497561380397,0.21429690381833874,0.6428907114550162,1.453140467593056
MAP3K7CL,3.1544835195440375,0.22525501918082402,0.6757650575424721,3.8302485770865093
MAP3K8,0.73670775149377,0.14877736459586785,0.4463320937876035,1.1830398452813735
MAP4K3-DT,0.8792536715035805,0.2038146584194826,0.6114439752584477,1.4906976467620283
MAP4K4,0.7874329311452213,0.23180898186089768,0.695426945582693,1.4828598767279142
MAP7D1,0.8522162851216939,0.14572656328232106,0.4371796898469632,1.2893959749686572
MAPK13,1.2333195628161682,0.22619663348463512,0.6785899004539053,1.9119094632700735
MAPK14,1.1359020354980576,0.10494995884865087,0.3148498765459526,1.4507519120440102
MAPK15,1.6076951048364403,0.1857695916976086,0.5573087750928258,2.165003879929266
MAPK1IP1L,0.9869140822911595,0.11395567642606762,0.34186702927820284,1.3287811115693624
MAPK3,1.1672126051470872,0.11908648479983028,0.3572594543994908,1.5244720595465782
MAPK4,0.8506325090284631,0.167106598614239,0.5013197958427169,1.3519523048711801
MAPK6,1.0507244141146963,0.19767856531393313,0.5930356959417994,1.6437601100564958
MAPK7,0.9682568116883282,0.1286662128657471,0.38599863859724126,1.3542554502855695
MAPK8,0.8183860777404908,0.25055832434370895,0.7516749730311268,1.5700610507716175
MAPK8IP1,1.2503240255900159,0.1321472857372113,0.3964418572116339,1.6467658828016498
MAPK8IP2,1.1511361483279585,0.22723333475978072,0.6817000042793422,1.8328361526073007
MAPK8IP3,1.170525993819343,0.14075453336836644,0.42226360010509933,1.5927895939244423
MAPKAPK2,0.8816015495907689,0.2152237653248014,0.6456712959744042,1.527272845565173
MAPKAPK3,1.2785620276758318,0.15515577967801475,0.46546733903404425,1.744029366709876
MAPKAPK5,0.8450207010280038,0.08806136854037123,0.2641841056211137,1.1092048066491174
MAPKBP1,1.3203901123932027,0.14554067332341047,0.4366220199702314,1.757012132363434
MAPRE1,0.693663095550085,0.18848753598014148,0.5654626079404245,1.2591257034905095
MAPRE2,0.8052185091277708,0.14647443395503884,0.4394233018651165,1.2446418109928874
MAPRE3,1.3622651942064237,0.18066158165005408,0.5419847449501622,1.904249939156586
MAPT,1.223260413016925,0.15246559372025287,0.4573967811607586,1.6806571941776836
MAPT-IT1,1.3295125656790716,0.1941655466737762,0.5824966400213286,1.9120092057004001
MARCHF10-DT,1.227877640141496,0.19842859794636503,0.5952857938390951,1.823163433980591
MARCHF2,1.6141067512010765,0.181302557461683,0.543907672385049,2.1580144235861254
MARCHF5,0.7957092458537918,0.1676765448418105,0.5030296345254315,1.2987388803792232
MARCHF6,1.031971536316746,0.16683730181033032,0.500511905430991,1.532483441747737
MARCHF7,0.9490459675885252,0.15177067622606194,0.4553120286781858,1.404357996266711
MARCHF9,0.7871206181369104,0.12554501937353066,0.37663505812059195,1.1637556762575023
MARCKS,0.9303048594340279,0.19234552447385045,0.5770365734215513,1.5073414328555792
MARK1,1.2287482822203635,0.14244617266218182,0.42733851798654543,1.656086800206909
MARK2,1.459744537322852,0.16020500059916856,0.4806150017975057,1.9403595391203576
MARK3,0.829282448002205,0.14516681108903023,0.4355004332670907,1.2647828812692956
MARK4,1.1747975118244116,0.1441537130466113,0.43246113913983386,1.6072586509642455
MARS1,1.4108406328709497,0.1297686627044095,0.38930598811322853,1.8001466209841783
MARS2,1.0669842933625189,0.14342196442323857,0.4302658932697157,1.4972501866322345
MARVELD1,0.9919665809953581,0.21337640279216155,0.6401292083764847,1.6320957893718426
MARVELD2,1.7027963853325332,0.14369630092507635,0.43108890277522904,2.1338852881077623
MARVELD3,0.887797643731398,0.2294957302801579,0.6884871908404737,1.5762848345718719
MAS1L,1.0630789111834864,0.0621274244745486,0.1863822734236458,1.2494611846071322
MAST1,1.1061142819945977,0.09454600793521972,0.28363802380565917,1.3897523058002568
MAST2,1.5334470205839186,0.25181525876519506,0.7554457762955852,2.288892796879504
MAST3,1.66693065392406,0.19384970529148499,0.581549115874455,2.2484797697985153
MAST4,0.850923003625274,0.16960629867855134,0.508818896035654,1.359741899660928
MASTL,1.3568279982395552,0.10965306313488571,0.3289591894046571,1.6857871876442123
MAT2A,0.7850606415383247,0.18907828217476905,0.5672348465243071,1.352295488062632
MAT2B,0.9948243895401692,0.288100370228976,0.864301110686928,1.8591255002270972
MATN1-AS1,1.0700491839641761,0.13123187196267713,0.39369561588803137,1.4637447998522075
MATN2,0.852127880028565,0.16334024968403388,0.49002074905210163,1.3421486290806666
MATR3,2.194324179803704,0.13869556443921133,0.416086693317634,2.610410873121338
MAU2,0.824337041079376,0.11459519428094429,0.3437855828428329,1.168122623922209
MAVS,0.9673808376577054,0.1657686540845552,0.49730596225366563,1.464686799911371
MAZ,0.5404034709704482,0.11378018658537459,0.34134055975612376,0.8817440307265719
MBD1,0.7968402839790357,0.15967323457734586,0.4790197037320376,1.2758599877110735
MBD5,0.8101700747909066,0.14739828372803088,0.44219485118409263,1.2523649259749994
MBD6,1.3825023590586445,0.21947411340327164,0.6584223402098149,2.0409246992684595
MBLAC1,1.039998239895065,0.18465662655725004,0.5539698796717502,1.593968119566815
MBNL1,0.7536188094983022,0.09886144458448058,0.29658433375344173,1.050203143251744
MBNL2,0.7563769846178606,0.2644163458312849,0.7932490374938548,1.5496260221117155
MBOAT7,0.8195783636392251,0.22983858162295864,0.6895157448688759,1.5090941085081009
MBTPS1,0.4817601551682621,0.15135334856023233,0.454060045680697,0.9358202008489591
MBTPS2,0.8311358360764298,0.2779067726042858,0.8337203178128574,1.6648561538892872
MC1R,0.7311793351406345,0.1403480867276897,0.42104426018306906,1.1522235953237034
MC3R,0.7997481182185687,0.21350220471013867,0.640506614130416,1.4402547323489847
MC5R,1.236160089424275,0.21096966812178294,0.6329090043653488,1.8690690937896237
MCCC2,0.8528057210152685,0.1462073500512578,0.43862205015377337,1.2914277711690418
MCCD1,0.73328943992639,0.1254449336934959,0.3763348010804877,1.1096242410068777
MCEMP1,0.6230531119687421,0.11250098418044582,0.33750295254133744,0.9605560645100796
MCF2L,1.2003658592942894,0.09926526788120046,0.29779580364360136,1.4981616629378909
MCF2L-AS1,1.1329976400716881,0.308488463405098,0.9254653902152941,2.0584630302869824
MCHR1,0.424848982021766,0.08056855126525607,0.2417056537957682,0.6665546358175343
MCHR2-AS1,1.7289483641127934,0.1459450776933716,0.43783523308011474,2.166783597192908
MCM10,0.8256436542018367,0.14281900472946585,0.42845701418839754,1.2541006683902343
MCM2,1.7722604833730486,0.19353660575917256,0.5806098172775177,2.3528703006505665
MCM3AP-AS1,0.7829035347601144,0.12943069873299265,0.388292096198978,1.1711956309590925
MCM4,0.8545874241734246,0.1842506189555438,0.5527518568666314,1.407339281040056
MCM5,0.7914196580154066,0.2012731634525046,0.6038194903575138,1.3952391483729203
MCM7,0.42681675798292806,0.1271099424102666,0.3813298272307998,0.8081465852137278
MCM8,0.5610392779957256,0.12573892873062836,0.3772167861918851,0.9382560641876108
MCMDC2,1.4379787398731427,0.20814853618422574,0.6244456085526773,2.06242434842582
MCOLN1,1.4778017097979188,0.13863152176523746,0.4158945652957124,1.8936962750936313
MCPH1,0.7508970337477096,0.13394079922468424,0.4018223976740527,1.1527194314217621
MCRIP2,0.9448496014239498,0.15841826475972715,0.47525479427918144,1.4201043957031312
MCTP2,0.7237712753481261,0.12522491764199495,0.37567475292598485,1.099446028274111
MCTS1,0.889901533290149,0.214704005744428,0.6441120172332839,1.534013550523433
MCU,0.8756918925249342,0.1671849586395085,0.5015548759185255,1.3772467684434597
MCUB,1.175535148321655,0.13937554614647282,0.41812663843941844,1.5936617867610734
MDC1-AS1,0.6155411276964984,0.07768124445191431,0.2330437333557429,0.8485848610522413
MDFI,1.1235042212705968,0.1749957324174349,0.5249871972523047,1.6484914185229016
MDFIC,1.0665519397806786,0.20307402463690497,0.6092220739107149,1.6757740136913934
MDH1,0.9994470598567863,0.12267706761452003,0.3680312028435601,1.3674782627003463
MDH2,0.6771805988398174,0.1414248848747373,0.42427465462421193,1.1014552534640294
MDK,1.1003997980932174,0.2273994815616633,0.6821984446849899,1.7825982427782074
MDM2,1.0657510248303959,0.16804579829995944,0.5041373948998783,1.5698884197302743
MDM4,1.0008698109511163,0.19627190038647346,0.5888157011594204,1.5896855121105367
MDP1,3.023445572669086,0.18261571904705104,0.5478471571411532,3.5712927298102395
MDS2,0.7676081636924441,0.18646504019862878,0.5593951205958864,1.3270032842883306
ME2,0.6831167870152248,0.17107872590471335,0.5132361777141401,1.196352964729365
MED11,1.019231649415879,0.13565238973590682,0.40695716920772046,1.4261888186235996
MED12,0.8234507317783921,0.25520967289858754,0.7656290186957626,1.5890797504741547
MED12L,1.0573529111070403,0.16086411932516825,0.48259235797550476,1.539945269082545
MED14,0.6508459704614057,0.20970862903401602,0.6291258871020481,1.2799718575634538
MED14OS,1.017157971896613,0.21864389615432928,0.6559316884629878,1.6730896603596008
MED15,0.7564226782088991,0.1793766206677432,0.5381298620032297,1.2945525402121287
MED15P9,0.5029306652474574,0.1880969791371286,0.5642909374113858,1.0672216026588432
MED17,1.156333106943547,0.09418494984517409,0.28255484953552223,1.438887956479069
MED18,0.5725442497636547,0.18853668036422644,0.5656100410926793,1.138154290856334
MED21,0.6977583957041134,0.21374867263457892,0.6412460179037367,1.33900441360785
MED25,1.1715194874571326,0.24382957886026158,0.7314887365807847,1.9030082240379174
MED28,0.7995959815819739,0.12413815881426979,0.37241447644280934,1.1720104580247832
MED29,0.8423141246663686,0.10632104622677929,0.3189631386803379,1.1612772633467063
MED30,1.0555204256365276,0.2322288744253951,0.6966866232761854,1.7522070489127128
MED9,2.6699830845925296,0.1553381110517465,0.4660143331552395,3.135997417747769
MEDAG,0.766804145900411,0.2079948733335961,0.6239846200007882,1.3907887659011993
MEF2A,0.913532253016133,0.1269986636958894,0.38099599108766824,1.2945282441038013
MEF2C-AS1,0.812399162821747,0.13202610175201074,0.3960783052560322,1.2084774680777792
MEF2C-AS2,0.7677637412645992,0.2170311445317721,0.6510934335953164,1.4188571748599155
MEG3,0.6902645031479019,0.1711724392611547,0.5135173177834641,1.203781820931366
MEG9,1.274234942093857,0.11581600615679709,0.34744801847039125,1.6216829605642482
MEGF10,0.9960512462599903,0.10865988729042053,0.3259796618712616,1.3220309081312518
MEGF8,0.7963651295001194,0.08734005258416667,0.26202015775250004,1.0583852872526194
MEI1,1.6549879987354605,0.1135170356605652,0.3405511069816956,1.995539105717156
MEIG1,0.637309574919517,0.14949560022808528,0.44848680068425584,1.0857963756037727
MEIOC,1.0523743601465432,0.1375037169422579,0.4125111508267737,1.4648855109733168
MEIS1,0.7806766948753214,0.1975682691537821,0.5927048074613462,1.3733815023366676
MEIS1-AS2,0.6948117660001513,0.16596460344122702,0.4978938103236811,1.1927055763238323
MEIS2,2.111810363580173,0.13197468575646581,0.39592405726939744,2.5077344208495704
MEIS3P1,1.6421067460982173,0.26484839954100126,0.7945451986230038,2.436651944721221
MELK,1.8205848720266629,0.2048474823493399,0.6145424470480196,2.4351273190746827
MELTF,1.3471882877689567,0.2192399060170435,0.6577197180511305,2.004908005820087
MELTF-AS1,0.9909971618957323,0.21274410005759925,0.6382323001727978,1.6292294620685301
MEN1,1.232523095106564,0.2899667280913278,0.8699001842739833,2.102423279380547
MEP1A,0.5457791638440345,0.17665120428436829,0.5299536128531048,1.0757327766971394
MEPCE,0.8552508557397893,0.1804692429165726,0.5414077287497178,1.396658584489507
MERTK,0.6409927173918886,0.2698382119371523,0.8095146358114569,1.4505073532033455
MESP1,3.2058360036555076,0.17947809965691625,0.5384342989707487,3.7442703026262563
MESP2,1.2933255548830374,0.1439124454861394,0.4317373364584182,1.7250628913414556
MEST,1.6137594686768229,0.14000655454072192,0.42001966362216575,2.0337791322989887
MESTIT1,2.4526493383515042,0.1097405473885468,0.3292216421656404,2.7818709805171444
MET,0.801370704351039,0.18791377356743869,0.5637413207023161,1.365112025053355
METAP1,0.7866767912622304,0.1093484610386422,0.32804538311592657,1.114722174378157
METAP1D,0.7809266858032345,0.24820332578912713,0.7446099773673813,1.525536663170616
METAP2,0.8571017541589873,0.14229544607057576,0.4268863382117273,1.2839880923707145
METRN,0.78127189082,0.2349029718878324,0.7047089156634972,1.4859808064834974
METRNL,1.2587365700125268,0.16822272058845733,0.504668161765372,1.7634047317778987
METTL11B,0.5739361689517284,0.1885489069010759,0.5656467207032276,1.139582889654956
METTL14,1.3606353938224631,0.2119049734304095,0.6357149202912286,1.9963503141136916
METTL15,1.2315405191645075,0.15731240674034902,0.47193722022104706,1.7034777393855545
METTL16,2.7008454605349668,0.2159476246233603,0.647842873870081,3.3486883344050478
METTL17,0.6660369342828664,0.11758809861627512,0.35276429584882535,1.0188012301316918
METTL21EP,0.4667582732903273,0.1321445932559636,0.39643377976789074,0.863192053058218
METTL22,2.4917530861529715,0.3617011662668375,1.0851034988005126,3.576856584953484
METTL23,0.9324129715217518,0.15768585813961922,0.47305757441885765,1.4054705459406094
METTL25,0.8878114991770069,0.13838421132151663,0.4151526339645499,1.3029641331415567
METTL26,1.0501592231540595,0.2943584707864982,0.8830754123594946,1.9332346355135541
METTL2A,1.0559009635439018,0.1714282035841799,0.5142846107525397,1.5701855742964415
METTL2B,1.3140674142002242,0.16308750560929952,0.48926251682789856,1.8033299310281228
METTL7A,1.1604839144423333,0.1347854804097286,0.4043564412291858,1.5648403556715191
METTL7B,0.8500165001883326,0.1054366655824913,0.3163099967474739,1.1663264969358065
METTL9,1.2058310020788108,0.17382263004942833,0.521467890148285,1.7272988922270958
MFAP3,0.8655463713215863,0.15037340882794692,0.45112022648384076,1.316666597805427
MFF,1.2063073714512915,0.17565317116876483,0.5269595135062946,1.733266884957586
MFHAS1,3.406029242804166,0.32928484527949575,0.9878545358384873,4.393883778642653
MFN1,0.5081945565726479,0.08754105621153499,0.262623168634605,0.7708177252072529
MFN2,0.9529401017708957,0.15302840077291227,0.45908520231873684,1.4120253040896324
MFRP,0.6933950674247027,0.21797278951691687,0.6539183685507506,1.3473134359754533
MFSD1,0.9366922104911555,0.18125733156839463,0.5437719947051839,1.4804642051963395
MFSD11,0.8539013710672987,0.15423260675266764,0.46269782025800293,1.3165991913253017
MFSD13A,1.2500538221060247,0.1542767507039499,0.4628302521118497,1.7128840742178744
MFSD14A,0.6188732464275506,0.25399722829142923,0.7619916848742877,1.3808649313018382
MFSD14B,0.8346349722320773,0.29589605598835794,0.8876881679650739,1.722323140197151
MFSD2A,1.4464696872226115,0.1503743001531144,0.4511229004593432,1.8975925876819546
MFSD2B,1.2320575742143913,0.17311244705958825,0.5193373411787647,1.751394915393156
MFSD3,0.7635292384059674,0.17495154816803904,0.5248546445041171,1.2883838829100847
MFSD4A,1.2892063094179,0.1324721210180511,0.3974163630541533,1.6866226724720534
MFSD4B,0.7675329802274444,0.13337437414963071,0.40012312244889214,1.1676561026763366
MFSD5,1.0246014823688618,0.06251745659932308,0.18755236979796924,1.2121538521668311
MFSD6,0.6817918783149598,0.14186075797968548,0.42558227393905645,1.1073741522540161
MGA,1.3399276517778993,0.17487005669746478,0.5246101700923943,1.8645378218702935
MGAT2,1.1231057350631504,0.1325647890563311,0.3976943671689933,1.5208001022321436
MGAT3,0.5317690343293647,0.2261825397993987,0.6785476193981961,1.2103166537275607
MGAT4B,1.3319755800701842,0.20148930644754756,0.6044679193426427,1.9364434994128268
MGAT5,0.6222265323577062,0.1999825794348364,0.5999477383045092,1.2221742706622154
MGAT5B,0.41268033236657603,0.1699191096873963,0.5097573290621888,0.9224376614287648
MGC12916,0.5108348873440086,0.12649286138743254,0.3794785841622976,0.8903134715063062
MGC16025,0.42263406631351563,0.0958458124529404,0.2875374373588212,0.7101715036723368
MGC2889,0.8522436526320689,0.21837395514744098,0.655121865442323,1.507365518074392
MGC34796,0.6642728274261757,0.2811317431127609,0.8433952293382827,1.5076680567644583
MGME1,0.848678342533874,0.20716248025380024,0.6214874407614007,1.4701657832952746
MGMT,1.0378609880659302,0.19194621723771063,0.5758386517131319,1.6136996397790622
MGRN1,1.1883468690273717,0.16537420932649255,0.49612262797947765,1.6844694970068494
MGST1,2.2171738961555563,0.30620006215630563,0.9186001864689168,3.135774082624473
MGST2,1.4249739295223798,0.1544652062526002,0.46339561875780066,1.8883695482801803
MGST3,0.9748262868996165,0.18290525147224002,0.54871575441672,1.5235420413163365
MHENCR,0.9810215937596205,0.21277531296289162,0.6383259388886748,1.6193475326482953
MHRT,1.1460484774441952,0.13562015153654056,0.40686045460962167,1.552908932053817
MIA2,0.5374122451970437,0.19170925243877351,0.5751277573163205,1.1125400025133643
MIA3,0.6260331583920707,0.21068462887752273,0.6320538866325682,1.2580870450246389
MIAT,0.835257838899705,0.15921840635070708,0.47765521905212127,1.3129130579518262
MIATNB,0.8805088875725412,0.18858882280958209,0.5657664684287462,1.4462753560012875
MIB1,0.9604517450369164,0.2383038615390952,0.7149115846172855,1.675363329654202
MIB2,0.9081659732394604,0.1533648428064,0.4600945284192,1.3682605016586604
MICA,1.3516784047336703,0.1558430674571295,0.4675292023713885,1.8192076071050587
MICAL2,0.5974478321836203,0.1913359723079374,0.5740079169238121,1.1714557491074324
MICALCL,1.032808400938849,0.12372639126382431,0.3711791737914729,1.4039875747303219
MICALL1,0.7531207849837177,0.16669554902635017,0.5000866470790505,1.2532074320627682
MICB,1.0731096299586724,0.24834352881489635,0.7450305864446891,1.8181402164033615
MICOS10,0.731701352366698,0.200557924252217,0.601673772756651,1.333375125123349
MICOS10-NBL1,0.731701352366698,0.200557924252217,0.601673772756651,1.333375125123349
MICU3,0.7241550413053419,0.18624261223762922,0.5587278367128876,1.2828828780182295
MID1IP1,1.0002231316680092,0.250719559836145,0.7521586795084351,1.7523818111764444
MID1IP1-AS1,1.0002231316680092,0.250719559836145,0.7521586795084351,1.7523818111764444
MID2,0.6594359900462887,0.13246911137677095,0.3974073341303128,1.0568433241766015
MIDN,1.9015783654143803,0.17076516308593204,0.5122954892577961,2.4138738546721763
MIEF2,1.0890152926878236,0.20121620454852202,0.6036486136455661,1.6926639063333897
MIER1,1.3709091121329515,0.1319033093400665,0.3957099280201995,1.766619040153151
MIF,1.3605645750330155,0.08978399940098092,0.26935199820294276,1.6299165732359584
MIF-AS1,2.206679489020099,0.11335758736038139,0.3400727620811442,2.546752251101243
MIGA1,1.0456733346882146,0.17337827590708502,0.5201348277212551,1.5658081624094695
MIGA2,0.9451429304925748,0.1841897669150278,0.5525693007450834,1.4977122312376583
MIIP,1.1665196760753918,0.19606114725443088,0.5881834417632926,1.7547031178386843
MILR1,0.8101005113002533,0.11863501029233525,0.35590503087700576,1.166005542177259
MIMT1,1.0430909979350438,0.12792186164943156,0.3837655849482947,1.4268565828833384
MINAR1,0.7779089756068721,0.1642641882101567,0.4927925646304701,1.2707015402373423
MINAR2,0.9474555315197797,0.10338207207802304,0.3101462162340691,1.2576017477538488
MINDY2,0.9143127722065263,0.19457695657795138,0.5837308697338541,1.4980436419403804
MINDY4,0.9700542061371118,0.14144797412989119,0.42434392238967356,1.3943981285267855
MINK1,1.3521236993266634,0.1738203289649694,0.5214609868949083,1.8735846862215717
MINPP1,0.9593611501215035,0.2650496231284048,0.7951488693852145,1.7545100195067178
MIOS,0.5117137306501548,0.21023099370000722,0.6306929811000217,1.1424067117501764
MIOX,0.5988361611992274,0.06314001557550018,0.18942004672650053,0.788256207925728
MIP,1.4487892156309417,0.2009421568783549,0.6028264706350647,2.051615686266006
MIPEPP3,1.2814353715519868,0.39015607857924556,1.1704682357377367,2.4519036072897236
MIPOL1,0.9480707087056538,0.18688647921014087,0.5606594376304226,1.5087301463360765
MIR1-1,0.7779468856830788,0.07562572612862874,0.22687717838588622,1.004824064068965
MIR1-1HG,3.0637773625576177,0.10862605072225928,0.32587815216677785,3.3896555147243954
MIR101-1,0.6141648881492603,0.21201057541021448,0.6360317262306434,1.2501966143799037
MIR10392,1.0376277823816162,0.18216892032920234,0.5465067609876071,1.5841345433692233
MIR10398,0.7791581002270805,0.18651312789957822,0.5595393836987347,1.3386974839258152
MIR103A2,0.7654184266417453,0.1153697960842035,0.3461093882526105,1.1115278148943557
MIR103B2,0.7654184266417453,0.1153697960842035,0.3461093882526105,1.1115278148943557
MIR10400,1.1234867039872416,0.22402055611235067,0.6720616683370519,1.7955483723242935
MIR105-1,0.5711248620833481,0.1938705574454115,0.5816116723362346,1.1527365344195828
MIR106A,1.7789942558204992,0.2877843154690952,0.8633529464072857,2.6423472022277847
MIR106B,0.5946887629792049,0.05698694399802584,0.17096083199407752,0.7656495949732824
MIR107,0.5687745323950754,0.18544055722698255,0.5563216716809476,1.1250962040760228
MIR10A,0.8091394231364591,0.2110498049329363,0.6331494147988088,1.4422888379352679
MIR10B,0.6955740683768556,0.1269063165654861,0.38071894969645825,1.076293018073314
MIR11401,1.0056604304453625,0.23045375960584924,0.6913612788175477,1.69702170926291
MIR1178,0.959842086752116,0.2279986603819458,0.6839959811458374,1.6438380678979534
MIR1179,1.0995006548102264,0.1456097401398065,0.43682922041941946,1.536329875229646
MIR1180,0.6752461144921876,0.1451076712311413,0.43532301369342385,1.1105691281856114
MIR1181,0.918789247659506,0.1417394043607391,0.4252182130822173,1.3440074607417234
MIR1182,0.7566823969507905,0.09074162424510165,0.27222487273530493,1.0289072696860955
MIR1185-1,0.7461479319854152,0.14102517819015484,0.42307553457046454,1.1692234665558798
MIR1185-2,0.6347670533777713,0.07356906632930131,0.22070719898790392,0.8554742523656752
MIR1193,0.6271439623539061,0.10654389323776152,0.31963167971328454,0.9467756420671907
MIR1197,0.7523711985550541,0.0917952448695335,0.2753857346086005,1.0277569331636545
MIR1199,0.7098221313948961,0.09429326798293065,0.282879803948792,0.9927019353436881
MIR1203,0.757172509750566,0.16106395311496216,0.4831918593448865,1.2403643690954524
MIR1204,1.5267951554716575,0.10495441631097725,0.31486324893293177,1.8416584044045892
MIR1205,0.7424725242846724,0.16520542595062326,0.4956162778518698,1.2380888021365422
MIR1207,0.49670514626737455,0.12303754776146411,0.3691126432843923,0.8658177895517669
MIR12115,0.5321583754279446,0.16826590901866262,0.5047977270559878,1.0369561024839324
MIR12119,1.0932143163471684,0.08803964684467035,0.264118940534011,1.3573332568811793
MIR12120,0.8395194876636296,0.19071705981716525,0.5721511794514957,1.4116706671151253
MIR12121,1.036231040896474,0.12530524884998054,0.37591574654994164,1.4121467874464158
MIR12124,0.7255379380254562,0.22041131063848932,0.661233931915468,1.3867718699409242
MIR12136,0.9448787474863419,0.33230884471655314,0.9969265341496594,1.9418052816360012
MIR122,0.5294793543327492,0.12848534573440804,0.3854560372032241,0.9149353915359733
MIR1224,1.7169933832582291,0.12425127638487324,0.37275382915461974,2.089747212412849
MIR1225,1.4822908998262385,0.19941240626197657,0.5982372187859297,2.0805281186121682
MIR1226,1.2287559653982438,0.0904596799167676,0.27137903975030275,1.5001350051485467
MIR1228,1.27677614793985,0.13764541996991975,0.41293625990975924,1.6897124078496093
MIR1229,1.1179283591918578,0.16549208009220703,0.4964762402766211,1.6144045994684788
MIR1231,0.5629587365993901,0.14427004533965795,0.4328101360189739,0.995768872618364
MIR1236,0.420907959909745,0.2798924877773748,0.8396774633321245,1.2605854232418694
MIR1237,1.6368739589430477,0.228244563469191,0.684733690407573,2.3216076493506206
MIR1238,1.6045688681177297,0.23143303033281107,0.6942990909984332,2.298867959116163
MIR124-1,0.8225469731504584,0.16380098807116417,0.4914029642134925,1.313949937363951
MIR124-2,0.5351242042681293,0.10340468836121045,0.31021406508363136,0.8453382693517607
MIR124-2HG,0.572355816393931,0.18604845771693818,0.5581453731508146,1.1305011895447454
MIR124-3,0.9629002370248796,0.15453184135584402,0.46359552406753207,1.4264957610924116
MIR1244-3,2.47916016733377,0.11852052359384885,0.35556157078154654,2.834721738115317
MIR1247,1.1518784074458557,0.15272167297209802,0.458165018916294,1.6100434263621497
MIR1248,1.833462908162691,0.11996101721323825,0.35988305163971473,2.193345959802406
MIR1249,0.9608077971049432,0.1296313259950504,0.3888939779851512,1.3497017750900944
MIR1250,0.41526878520233834,0.06323442310549485,0.18970326931648454,0.6049720545188229
MIR1251,0.7736999988446606,0.5124027668907256,1.5372083006721768,2.3109082995168375
MIR1257,0.634259692585971,0.0762961455453054,0.22888843663591618,0.8631481292218872
MIR1258,0.8575046743388429,0.16353594562587945,0.4906078368776383,1.3481125112164811
MIR125A,0.7513310420237255,0.07253301033219517,0.2175990309965855,0.968930073020311
MIR125B1,0.9328676648647867,0.20063898914160175,0.6019169674248053,1.534784632289592
MIR125B2,0.8723031786858565,0.15321303650207266,0.459639109506218,1.3319422881920744
